file,prompt_tokens,completion_tokens,total_tokens,input_cost,output_cost,total_cost
0cf82212-31f2-bc6c-3d31-4153ac5aa0fe,7960,543,8503,0.002388,0.0002715,0.0026595
0d18c6c3-9766-29c3-2d91-13931e7695fb,17833,551,18384,0.0053499,0.0002755,0.0056254
0d2862eb-658b-c301-3255-00d713371c27,15279,584,15863,0.0045837,0.000292,0.004875699999999999
0d5286fc-784a-a04a-776c-fdc52a1e2fc5,15089,529,15618,0.0045267,0.0002645,0.0047912
0d5bff3c-9365-ceab-5b3b-3642606de454,10345,611,10956,0.0031035,0.0003055,0.0034089999999999997
0dd684e4-deb5-3b02-d26e-4cc887b642c2,15069,412,15481,0.0045207,0.000206,0.0047266999999999995
0e0022d3-2ff5-63e9-a9a7-2d1e31ce945d,7848,384,8232,0.0023544,0.000192,0.0025464
0e10e41a-ace2-a80f-bbc7-3fd787938332,7621,505,8126,0.0022863,0.0002525,0.0025388
0e12c034-85be-4454-fabb-693d27c2afbb,11153,550,11703,0.0033458999999999997,0.000275,0.0036209
0e139bc7-1134-c7e0-c1e9-63200d98ba02,7101,428,7529,0.0021303,0.000214,0.0023442999999999997
0e1cb150-c415-9ae9-96e7-fd165a04fdcc,8162,400,8562,0.0024486,0.0002,0.0026486
0e8211bb-466e-84c5-8c9d-8bbbddd4824e,14617,518,15135,0.004385099999999999,0.000259,0.004644099999999999
0ead7104-51cc-d03e-6a68-f750919e3a25,8107,719,8826,0.0024321,0.0003595,0.0027916
0ee43e32-521f-f3d7-9fdc-498cbe9c59a2,7290,492,7782,0.0021869999999999997,0.000246,0.002433
0eef6def-337d-c1ce-a0b2-aba768aee968,7464,384,7848,0.0022392,0.000192,0.0024311999999999997
0ef82506-8694-66bb-3a0e-2d24fad2d76a,8023,490,8513,0.0024069,0.000245,0.0026519
0f164fe9-1692-a1ea-dcf8-835109655d64,10036,636,10672,0.0030107999999999997,0.000318,0.0033288
0f1d2003-55bd-e3c1-1597-a313d1ea2448,7624,595,8219,0.0022871999999999997,0.0002975,0.0025846999999999997
0f3aceff-64c5-54ef-432e-23b087083036,15257,716,15973,0.0045771,0.000358,0.0049350999999999996
0f4d871e-af7c-cd0b-74ba-c2d9e573b25e,3756,510,4266,0.0011267999999999999,0.000255,0.0013817999999999999
0f55436d-c6a3-1e1f-fb5d-90a85e0a7435,7336,431,7767,0.0022007999999999997,0.0002155,0.0024162999999999997
0f56c216-1629-d2a9-7da9-00255b0026bd,15345,425,15770,0.0046035,0.0002125,0.004816
0f57717b-d4f4-12c0-3fdd-a6772dedbd2d,7894,571,8465,0.0023682,0.0002855,0.0026537
0f8c6226-f256-8e11-cec1-c1cd8a938804,7738,411,8149,0.0023214,0.0002055,0.0025269
0faa413c-fc7a-412a-5fb6-75a373b15997,8077,478,8555,0.0024231,0.000239,0.0026621
0fbc240a-6e4c-a4ae-f444-a76d841869ff,7902,463,8365,0.0023705999999999996,0.0002315,0.0026020999999999996
0feac319-b972-6f4e-0e1c-2fab6ef3dfba,7284,573,7857,0.0021852,0.0002865,0.0024717
101e30b9-c6f8-3bae-1d83-0f97c8944c8f,7560,553,8113,0.002268,0.0002765,0.0025445
1077fc72-34ca-27ed-44af-e90573f01e2c,7068,686,7754,0.0021203999999999997,0.000343,0.0024633999999999997
107c986b-b085-1d9a-523c-a1b041086801,10671,628,11299,0.0032013,0.000314,0.0035153
109ed78c-60be-4190-9059-1c10b5532985,10234,789,11023,0.0030702,0.0003945,0.0034647
10a2b32d-e5a9-5ece-b339-1c4e5908ea6f,3735,388,4123,0.0011205,0.000194,0.0013145
10a80ce5-8d81-0ed4-2997-326b358bb71a,7552,631,8183,0.0022656,0.0003155,0.0025811000000000002
10e845b1-35de-9de0-48c6-f5d2332aa82e,7854,416,8270,0.0023561999999999997,0.000208,0.0025641999999999996
12036861-6e12-6a26-62e5-1a28a81b05fc,3907,458,4365,0.0011721,0.000229,0.0014011
12931e2c-f537-b8d8-f917-bbc732200542,10416,602,11018,0.0031248,0.000301,0.0034258
12d50805-fea5-2265-e849-baffea7ed54f,15137,406,15543,0.004541099999999999,0.000203,0.004744099999999999
179174ea-a83d-56bc-c52d-405b84c428ce,15973,616,16589,0.0047919,0.000308,0.0050999
19cf6de5-4fce-ccc9-07c3-6ebd4d11f78d,7506,384,7890,0.0022518,0.000192,0.0024438
1a3e8840-00a9-25bd-8864-59eb537c6d7c,7075,647,7722,0.0021225,0.0003235,0.002446
1b35b862-68a7-aaae-241e-0e9f9553fee9,11384,626,12010,0.0034151999999999997,0.000313,0.0037281999999999997
1b3e8a50-8d44-f280-86dc-f489a5d605d4,4462,480,4942,0.0013386,0.00024,0.0015785999999999999
1c39d81a-2ae2-9f0a-d43c-fe411d30efbb,7963,587,8550,0.0023889,0.0002935,0.0026823999999999997
1c83db90-31bc-fb85-91db-c36a741c2a23,18138,591,18729,0.0054414,0.0002955,0.0057369
1e45b724-1b02-b01b-6d55-a3887b8a0bea,3667,503,4170,0.0011001,0.0002515,0.0013516
1f65a7b5-9afa-3e52-58e4-1b3a49cac4aa,8153,447,8600,0.0024459,0.0002235,0.0026694
1f7c4eb7-cf5e-1e57-e0c3-ef0fc79fca8e,7909,528,8437,0.0023726999999999997,0.000264,0.0026366999999999996
20d14062-a3d6-083b-83a3-a5c62e0d3249,3824,458,4282,0.0011472,0.000229,0.0013762
22e9ac67-2698-1695-8837-28350f3aa403,15081,545,15626,0.0045243,0.0002725,0.0047968
22f6c9f2-92c3-5cd2-c5fa-03df8d57fb7c,18141,688,18829,0.0054423,0.000344,0.005786299999999999
2324cab0-5c6f-4819-a74b-c95ad6fed076,7848,585,8433,0.0023544,0.0002925,0.0026468999999999998
2518b516-d8c7-87a2-7c74-1acea3915b54,10320,606,10926,0.003096,0.000303,0.0033989999999999997
2599c291-8ff7-c5e3-7c82-78cc929397b0,7884,664,8548,0.0023652,0.000332,0.0026972
26590cdc-8412-d2b7-ed96-812c196ecfd8,11147,602,11749,0.0033441,0.000301,0.0036451
28e0bc9f-3469-8eba-c5a5-6e6940eef6e0,7676,563,8239,0.0023028,0.0002815,0.0025843
294c7c18-9148-0257-863a-143c38ce4ae6,4072,472,4544,0.0012216,0.000236,0.0014575999999999999
2a1d735f-4180-ba3c-1ffb-49af653863ef,15161,496,15657,0.0045483,0.000248,0.0047963
2d43782e-408c-dc89-eb9b-24e06be1cfcf,3661,444,4105,0.0010983,0.000222,0.0013203
2f17d467-fc19-3bb9-894a-c838562b3f00,15153,704,15857,0.004545899999999999,0.000352,0.004897899999999999
2f359021-8071-217d-4c95-64ca4767e160,7406,383,7789,0.0022218,0.0001915,0.0024132999999999997
2f8a9b17-aed4-112a-4277-21437c5f4360,9801,663,10464,0.0029403000000000003,0.0003315,0.0032718
30fe7f9b-bc43-a271-b307-640b8b2cf84b,7313,414,7727,0.0021939,0.000207,0.0024009
31c64f09-5782-eaea-a888-bb0af75bc97b,18194,936,19130,0.005458199999999999,0.000468,0.005926199999999999
31d52f1f-18f5-b9ca-5ad5-132548cc812a,7845,386,8231,0.0023534999999999997,0.000193,0.0025464999999999997
31fed497-4f35-3d0e-543e-43bf1011b217,15919,548,16467,0.0047757,0.000274,0.0050497
33d8a69a-5eae-04ce-98f6-4a3a131a47f1,7046,405,7451,0.0021138,0.0002025,0.0023163
33e82fb3-0397-b99b-ba0f-45d97bbdfa7e,10700,431,11131,0.0032099999999999997,0.0002155,0.0034254999999999997
348e6410-5df6-6151-7518-172567b6c68a,7944,616,8560,0.0023832,0.000308,0.0026912
34b0819e-b7ef-5608-c8bc-54edbb82755b,7084,568,7652,0.0021252,0.000284,0.0024092
351350db-aa7a-95aa-5f14-449653380859,17605,600,18205,0.0052815,0.0003,0.0055815
35890d2d-b858-b214-0cb4-32129e961b05,14511,612,15123,0.0043533,0.000306,0.0046593
360d5edb-fcff-8360-3960-37bdb4dde123,15097,417,15514,0.0045290999999999994,0.0002085,0.0047376
3685a614-686b-e970-a84b-47a3352b8ba3,7433,348,7781,0.0022299,0.000174,0.0024039
380616ce-9e69-fa8b-5ec9-1af5ab4e0cc9,7564,532,8096,0.0022692,0.000266,0.0025352
38f6bc95-77ed-b3c6-8bb7-10948fe9dc85,7801,459,8260,0.0023403,0.0002295,0.0025698
3c821454-09ff-a2cf-9fdf-0238a989fa53,14531,728,15259,0.0043593,0.000364,0.0047233
3e0ee16a-ced0-3c70-8ddc-23ca88c4419a,8739,547,9286,0.0026217,0.0002735,0.0028951999999999997
42a95a3d-3c6c-7c28-b8c2-f13ca0f55139,3681,428,4109,0.0011043,0.000214,0.0013183
430c2ef9-d0a4-0828-5073-62371c22729c,14749,741,15490,0.0044247,0.0003705,0.0047952
43184ebf-ef86-d225-b861-224ae5875d4f,7180,672,7852,0.0021539999999999997,0.000336,0.0024899999999999996
43e9a70b-5ff2-7fd5-af5a-05a326d5ce2f,15261,625,15886,0.0045782999999999996,0.0003125,0.0048908
4487c7ba-d758-1792-2e32-b40bbd491999,7557,405,7962,0.0022671,0.0002025,0.0024696
48d52f6f-9c8c-11ef-c99b-4c43e1db8805,14811,520,15331,0.0044433,0.00026,0.0047033
49093e8a-ed49-a252-7f3a-573c1e1bb681,15099,635,15734,0.004529699999999999,0.0003175,0.004847199999999999
558a2867-b1b7-ff17-1fa0-bebd3f3b4e7f,7995,341,8336,0.0023985,0.0001705,0.002569
649a8201-8ab5-1f30-a39b-e83958aa1767,18823,375,19198,0.0056469,0.0001875,0.0058344
67a95762-3d46-920b-7f8c-ac96ea496e50,15109,561,15670,0.0045327,0.0002805,0.0048132
6b1a3ff6-563c-05e6-e5fa-ea28cf90523d,14157,382,14539,0.004247099999999999,0.000191,0.0044380999999999995
6cd32194-4dfd-3cfb-771e-c86efc5f84e0,15271,457,15728,0.0045813,0.0002285,0.0048098
6e8bafc3-7ead-69ef-8b72-d7a44a0ee22d,14863,798,15661,0.0044589,0.000399,0.0048579
76321896-8c1a-02d8-a408-acb1508a295d,15053,602,15655,0.0045159,0.000301,0.0048169
790eea88-61ff-9304-f77f-bdf9cde37687,7894,635,8529,0.0023682,0.0003175,0.0026857
7ddf5ca1-9ca0-0b07-ef1c-74e636c8252e,7833,587,8420,0.0023499,0.0002935,0.0026433999999999997
7f797fa2-a9e7-f56f-306e-9feb638fab52,7541,453,7994,0.0022623,0.0002265,0.0024888
89b9d5a4-402a-a522-c6d6-ce83403c92c4,7979,432,8411,0.0023937,0.000216,0.0026097
92fcb2e3-f0fa-2710-588e-539ffcd4052e,3460,453,3913,0.0010379999999999999,0.0002265,0.0012644999999999998
9b6a64e8-05a7-e8d3-7e85-cca577b4eae7,18748,634,19382,0.0056244,0.000317,0.0059413999999999995
9dcc3431-83ba-0496-d6b3-91ffd3874667,14987,459,15446,0.0044961,0.0002295,0.0047256
a0a5b0f1-687d-9f77-592b-0eb0b57260cd,8293,377,8670,0.0024879,0.0001885,0.0026764
a14e6eea-1110-2fed-d9ef-0444b47a38c1,3580,401,3981,0.0010739999999999999,0.0002005,0.0012744999999999998
a42963af-9487-7611-1267-8a41d75d23be,18555,682,19237,0.005566499999999999,0.000341,0.0059074999999999996
b0804587-3e0c-4c68-c0b5-8427f67281d0,7430,445,7875,0.002229,0.0002225,0.0024515
cd698f98-13cf-64a6-bd74-a7352f915517,16467,510,16977,0.004940099999999999,0.000255,0.005195099999999999
ef29452d-e2a8-0da4-c37a-17be0f728a4b,17623,495,18118,0.0052869,0.0002475,0.0055344
efa2f6b1-1759-1cbf-2b13-91818a067128,11923,310,12233,0.0035768999999999996,0.000155,0.0037319
efe1768c-f285-9942-d787-68125b7fe4b1,16763,320,17083,0.0050289,0.00016,0.005188900000000001
f003eecd-5339-9155-41be-682b1f898c38,3715,278,3993,0.0011145,0.000139,0.0012535
f049c0d9-96f4-6c66-de30-2c8f08c3684f,4497,269,4766,0.0013491,0.0001345,0.0014836
f07c71e2-f4df-a307-1c99-84939b6fb3bd,11995,344,12339,0.0035985,0.000172,0.0037705
f0db25fc-ed68-a0eb-e005-88b7909565ac,10714,274,10988,0.0032142,0.000137,0.0033512
f1621aeb-fb63-37df-8f45-905eeffba64c,11155,207,11362,0.0033465,0.0001035,0.00345
f176d3c3-4b93-da19-17e6-7a34f765e74f,3395,306,3701,0.0010184999999999999,0.000153,0.0011714999999999998
f1804eaf-9b9d-ccb9-a6c1-ee6434cd45eb,11329,296,11625,0.0033987,0.000148,0.0035467000000000003
f18241ae-cd90-2ef2-fa31-77ef9ac0bde8,11440,271,11711,0.003432,0.0001355,0.0035675000000000004
f19ae730-9d9b-4de2-8916-5cc651d86e9c,3509,292,3801,0.0010527,0.000146,0.0011987
f19fe869-f098-3391-f76a-92a69867b50e,15549,551,16100,0.0046647,0.0002755,0.0049402
f21965fc-8279-a5df-a8cb-a913a5c7a2b7,11158,271,11429,0.0033474,0.0001355,0.0034828999999999997
f2581c12-51e5-8f21-b505-c306304b3d26,11794,270,12064,0.0035382,0.000135,0.0036732
f26e65e1-cf94-bd92-ab13-eee9ba1a34e0,4835,327,5162,0.0014505,0.0001635,0.001614
f29db1ca-b14c-1303-4fc6-4b8a76735351,11347,331,11678,0.0034040999999999997,0.0001655,0.0035695999999999996
f2bf6a7c-50de-f709-8ad6-fe69533c4850,10735,382,11117,0.0032205,0.000191,0.0034115
f2ebc984-4d84-7e27-41ee-a85fca111412,10969,289,11258,0.0032906999999999997,0.0001445,0.0034352
f32a2b98-81f3-d20a-e3a4-cd038bcb530e,18015,268,18283,0.0054045,0.000134,0.0055385
f3c5ad60-3a47-0cf9-6fbe-0818b13023a6,17047,262,17309,0.0051141,0.000131,0.0052451
f3d94552-5d6c-1f91-62d2-18109fe1e879,10990,262,11252,0.003297,0.000131,0.003428
f406646f-3cac-bb0c-c0a5-ead65772e198,10603,381,10984,0.0031809,0.0001905,0.0033714
f40ec682-0d96-95f7-dc08-4962d912c217,11731,256,11987,0.0035193,0.000128,0.0036473
f4157fac-21f5-55ec-8915-00933c91f4b2,18063,431,18494,0.0054189,0.0002155,0.0056344
f415b858-1185-981a-dbcc-0b596bc633a1,11965,219,12184,0.0035895,0.0001095,0.003699
f4614c4f-3153-d0e2-2f31-ed0d418ccdb4,11389,431,11820,0.0034167,0.0002155,0.0036322
f465da7a-e85c-f885-8321-faf4d91dbc54,11341,249,11590,0.0034023,0.0001245,0.0035268
f46dea21-f4b9-de37-8912-2c57e571a23d,10555,377,10932,0.0031665,0.0001885,0.003355
f4c181a3-1646-05c0-2b46-6d812d69e3ae,11998,267,12265,0.0035994,0.0001335,0.0037329
f5461aaa-7923-a1a2-ad0d-ec9f866e4b3b,11575,238,11813,0.0034725,0.000119,0.0035915
f54dec03-1303-8bfe-8fa5-6c891b5191e5,11650,323,11973,0.0034950000000000003,0.0001615,0.0036565000000000005
f578bcee-1479-3319-9c95-8ee5d3b6939f,3909,303,4212,0.0011727,0.0001515,0.0013242
f61cc61b-aeb5-51c4-6b49-d8073c7eb3ff,11263,312,11575,0.0033789000000000002,0.000156,0.0035349
f62dd4c4-ac20-2773-72be-a69289925638,14349,494,14843,0.0043047,0.000247,0.0045517
f6345541-0722-8966-f13f-2f44c9f1f500,7285,294,7579,0.0021855,0.000147,0.0023325
f671d968-73fb-db3e-f18c-d3876456c031,17723,266,17989,0.005316899999999999,0.000133,0.0054499
f68dd908-9f13-165c-6e53-c57b6176074d,11329,253,11582,0.0033987,0.0001265,0.0035252
f6c2b143-d336-13ec-68d3-7eaf481b3a2a,12382,346,12728,0.0037146,0.000173,0.0038876
f6f1ea19-12b4-9b76-1354-46601e2d4edc,4067,287,4354,0.0012201,0.0001435,0.0013636
f70dfa33-3075-b09f-4d3e-e2a02196de78,4743,329,5072,0.0014229,0.0001645,0.0015873999999999999
f728f8ec-ffda-7bab-4a54-49a30c72032c,9787,217,10004,0.0029361,0.0001085,0.0030446
f7650afd-fc69-62ab-54e9-36a67ea27e7a,11659,277,11936,0.0034977,0.0001385,0.0036362
f79e4b0a-c279-cac7-6b5c-fcafef3443e9,12358,276,12634,0.0037073999999999996,0.000138,0.0038453999999999997
f7c33ee6-00ff-1076-2871-398d97b4e1e5,14481,453,14934,0.0043443,0.0002265,0.0045708
f91a95ac-6e11-b966-d7d3-ff854207b4b7,11011,262,11273,0.0033033,0.000131,0.0034343
f933e32b-ecc2-6490-26e8-5a47e6e16424,3655,319,3974,0.0010964999999999998,0.0001595,0.0012559999999999997
f9cdca76-026d-01b2-ca34-d5d4ec0dfa72,11671,309,11980,0.0035013,0.0001545,0.0036558000000000003
f9d5038b-cd4e-c568-bd87-5d280692fb0b,3285,322,3607,0.0009855,0.000161,0.0011465
fa0dd98e-d581-9bce-1145-b36ca86d339a,12149,530,12679,0.0036447,0.000265,0.0039096999999999995
fa247213-198d-b41d-58f5-bf846fc3a5db,11218,340,11558,0.0033654,0.00017,0.0035354
fa594712-05a6-afb2-5b6c-d7530944809f,10987,354,11341,0.0032961,0.000177,0.0034731000000000002
fa6c943b-45d0-0cb1-84fb-ee2e7ef8e390,17383,331,17714,0.0052149,0.0001655,0.0053804
faa332ee-b7d4-96e5-c11d-4a1741138f6a,11851,414,12265,0.0035553,0.000207,0.0037623
fabd3351-4ccf-a8a3-a50e-be033ab52751,11140,221,11361,0.003342,0.0001105,0.0034525
fac6d021-0f34-d5bb-e21d-a899c16267df,17287,276,17563,0.0051861,0.000138,0.0053241
facb3ebd-2472-dccb-192a-58290b8dfd66,11335,306,11641,0.0034005,0.000153,0.0035535
fb272d35-2870-5586-dc16-21164fb52b40,11044,250,11294,0.0033132,0.000125,0.0034382
fb514a9b-c67c-26c1-6835-5641ab398fdb,11611,344,11955,0.0034833,0.000172,0.0036552999999999998
fbab2b50-7468-7abb-18f3-d932c81d5165,3943,435,4378,0.0011829,0.0002175,0.0014004
fbbc1c35-8105-7c06-28f8-6daaa5b585e9,3143,296,3439,0.0009429,0.000148,0.0010909
fbc4a2c7-c17f-dd06-7857-4b21f7967bfd,11515,270,11785,0.0034544999999999997,0.000135,0.0035895
fc01f722-f935-91a4-aff8-3287d7d36c62,11758,250,12008,0.0035273999999999995,0.000125,0.0036523999999999997
fc3472c1-fce8-3091-645e-4f9f0af38c86,17227,448,17675,0.005168099999999999,0.000224,0.0053920999999999995
fcacffce-46a7-b01a-de12-7a46e0a61b33,11497,425,11922,0.0034491,0.0002125,0.0036616
fcd36b65-23cf-83f3-8005-372468a78b37,10771,360,11131,0.0032313,0.00018,0.0034113
fcdf6ea4-8734-7cbf-e9cb-1495126cb365,11071,369,11440,0.0033212999999999997,0.0001845,0.0035058
fcfcbca9-8b87-1d37-329c-3e31c10b605b,11539,314,11853,0.0034617000000000003,0.000157,0.0036187000000000003
fd625a35-16a4-3c0a-f459-d603416d6e03,10984,361,11345,0.0032952000000000003,0.0001805,0.0034757000000000004
fdd8d5d0-65fa-a8d2-7c38-9edbf75626a0,11407,227,11634,0.0034221,0.0001135,0.0035356
fe0c626b-b5bf-c522-2125-917af9489b09,7168,517,7685,0.0021504,0.0002585,0.0024089
fe4bafcb-4a55-e4a8-af10-707dec92247a,10981,385,11366,0.0032942999999999996,0.0001925,0.0034867999999999995
fe961597-e6df-32ff-13f5-68a7572ca7eb,11917,273,12190,0.0035751,0.0001365,0.0037116
